share_id,comp_id,owner_id,percentage
afb522e6-1dfe-44ad-87b6-5fd3e6adea4d,b57adac7-f613-4ed2-ad8a-68f2fa370106,20a86b23-450e-43f0-abd5-51460b47e141,20.42
f1a4b2a1-171d-437e-9747-80520b69cecb,6495e5f6-568c-407f-84b9-5b88d850cfa4,ae8dd55e-f0f1-458d-9acb-d6f73e487612,15.33
4ea64944-d279-40a2-9df1-b02a2bfe3ad3,432a6271-1bd9-4922-8f67-ea4673ba979c,b8bd1779-dec6-4646-ad74-455490200e6f,18.88
c21ffab2-3993-40a6-b261-0cd6529bf3e6,636b89c4-5d36-4923-945d-a17fc5221e88,2fc30451-3130-420f-bce2-8cce4884aeb0,5.35
33056981-6161-42c7-b972-1d7481c92e65,20527ffb-e43a-4f07-a5b4-69ee005d68d5,cf7d54b6-6a15-4e98-b313-8aa02459c884,14.2
6f3766e9-a703-41b8-a152-41a5eec805ee,322ab5b3-b7e2-40bf-b850-ad1425f37c89,fe1fe7eb-d07c-4fe3-80d8-e6ecf7c20dea,13.51
9e5be0ab-5f2e-4bbd-83e4-54155660c5f2,2a3b2994-8129-49e4-8a84-ccfc2b4fff2e,7a02cb89-2303-43b4-912d-522cdaf9804d,23.44
0da55b67-848e-4b64-a63d-179d6c2c607e,80337ea0-9557-4c8f-ba42-bf16a05ea70c,316f6765-d8a8-4a65-ac45-eaa1ca6a30ca,18.17
cc978668-0b0c-40da-8e0a-ad5e34750b8a,072d5e3f-06ac-4cea-b67b-1451a2f9c0de,446bd4e3-cd56-4a06-84a9-cf199518b326,6.71
40eae6ac-03fb-4735-b323-f9422367afb2,de4de3ec-5e92-43ef-89e0-b075e2ce165f,c0bb76f2-e5b2-43e7-b828-11207d0d8abb,1.28
ee352aee-8a78-4617-ba4e-4cfc40dcb5ef,16303b1e-4db4-4a31-a581-cb6a1bcf3109,e1fffbee-ef5e-4d63-924e-0c8a3e645778,13.9
547eb07c-50ff-49ac-8b25-cad5c937413a,d3f71a0e-f99e-49b4-8c48-6bdb5fb910eb,92b58584-5c6c-4140-817d-a71e649a8c9b,7.39
5fc61c18-c398-4a01-924e-fad95f37ef52,9b06d325-abae-4bc6-b13f-9fcb029cfbef,ac39f3fa-35b3-4863-bb4f-39aa8c969667,3.05
c45b587d-0d56-45f0-8def-43513a867c64,bc2b4023-3fc6-486a-8eea-155f5b1b7965,eff97f4d-fba8-402f-8107-f85f23dfdd1b,6.57
497badfe-e79d-41c8-ac82-3f3b47ac7246,488abe80-dd88-4ce8-9716-6185494143ea,67fe98c9-4507-41ae-a02c-693815be22db,18.63
b80b5b37-2781-43d6-8b11-3df7da65cad8,182d9b5b-3101-4f7f-b2d2-f2d79ad93c01,c1f05f72-611a-4049-83d8-d55803eccac6,11.77
e1064fb0-9384-443c-bfa2-f8587d8e0545,4bb39e65-8587-4a9f-b1eb-7426c3d200b6,5c793dd6-4e32-4de8-ad9d-b0a55a7098b4,26.77
a7c71731-f3a1-4595-ae50-dadbc75905ef,9aacdbad-56fa-4ba7-a3d0-b62d49fb7f25,62b5f317-3abc-46ab-aa64-c63939657f37,25.61
130d7987-21cf-4421-95b0-3d3d3761ae52,fdbd3851-6c64-4753-b1b4-d66d502c2157,e7b6df55-510c-4070-a084-2e1b7009a093,20.11
a0b0d94f-c273-4ba8-8c38-7116fd327702,e1d2684f-fc0d-4f2a-a700-6ace9c326167,3429be1d-f7a4-47c0-b9d9-e992d1d85887,11.68
535b2679-2756-4b57-a78d-0f036b8133d9,eb7c1ab8-cfd6-40c2-88f3-63910c15013e,be0f9ae2-3bed-4f2c-8c1b-a69fb24e2377,1.18
02e21c64-0d1e-47d5-a14f-a49fbaaba314,dddc849e-5ab1-48ba-a926-5381cd8df72a,e6073ca7-ac76-4ed6-a5c0-7d6ed10c10eb,10.35
