pers_id,comp_id,join_date
1b022ec5-f42c-4758-8e95-232dfb235d01,277ae162-2a6e-47d2-ab68-43cf91ffff35,2020-09-26
ca5223cd-5942-44d9-83fd-f586866ab068,dab4a125-5097-4a0e-9723-5ef3cf9dae0b,2022-02-11
011770c2-d3c3-4dfa-a8b1-8e217265649b,759c37b7-17f0-4cdc-83ac-5189bd965774,2023-07-02
55f7bff4-3c74-4ede-8d06-068f1aecbed6,aff15fac-b455-499b-895f-aa1915b9db5a,2021-08-15
0e2cc84e-c306-411a-a745-9b9819884849,35a5f0d9-b1ef-43d3-94cd-484443a95af0,2020-06-09
0ad5a791-2a58-45d7-9971-1671e52f8cd0,8d2163ae-b2fc-448d-9a2e-79f15e5d7703,2024-08-24
905dabf4-7e21-4d44-8537-8bc1c6e6a6eb,b70b8927-954b-4539-9414-975095cf93c9,2021-10-12
700f2472-e12d-43e2-bdff-1dd57bf13700,2873e9a1-b0c8-4fa5-9f8d-1ea0915cda70,2020-06-12
a52e2de7-3d64-45e4-b7ea-bd23fc42711f,25d79426-7ded-470b-88e3-f55693373b59,2023-02-26
40701126-6390-4a6e-ade1-823c611a954a,16902065-2928-4fa0-b829-2cd00adafbe8,2020-11-14
e02e9c6d-8911-4831-a7d0-22e9a39db355,b6296035-15a5-446b-8db2-b463f9ac441a,2021-08-17
7eb371d9-a926-4432-bddf-e5bdcb7b808d,9f9e4191-aaa6-4f60-92d5-4626ea2c7192,2023-02-21
562507ee-bbb8-434c-9a0b-94fd5d23803d,3e31f08c-a7e7-4320-8b3c-4882463a73bc,2021-10-28
8b038b45-ab3e-497c-a697-35f38aeb2a6d,6533bbc5-1639-4d2f-8f79-28bcfb03eff0,2022-03-18
3f115091-24fe-4647-89b7-5a6ffcbefaf5,18117b5c-ea9f-4cc1-8262-3b85435be5d7,2025-01-21
01b1ab06-dad1-4e88-b76d-36c653322e54,06cfc8c4-bec2-4d8c-a2a6-eb175a1df561,2022-09-21
58f2fdcf-3f15-4822-acfb-06485672101d,cdf5079c-1479-4b37-a5df-abeaeb8036f6,2022-10-03
ef9fe950-8598-441a-9065-03e4df3b2e2d,5d1c3634-cd03-43da-b5df-432295ba2e74,2021-06-17
a246255c-0dbb-4625-a5ce-11afddec23dc,d164fee2-0147-4a61-bbf4-2fcdc0ae8f46,2023-11-20
414d9e3a-b82f-426f-874e-c940161f693c,f36e0902-98d5-451a-a9d4-834a4195a512,2024-02-22
182a566c-a909-41f6-8702-bd92cd3da1ce,9fba012d-53bb-4405-889b-80ff576ecff5,2022-07-16
840dbc37-e7a1-44a5-84c6-deaed4b864c1,b5234406-3db3-440b-a24c-f3b01f93b9c6,2023-09-05
c4472350-ab7d-42c8-8958-fbc6e0f50133,86c45a26-e632-406c-b6a3-b8593d596b99,2022-06-09
455bbc9c-790f-45a3-9520-2f99f47b7ef1,cd3d9b7e-acee-475a-a816-09685b1c70aa,2024-12-03
b01efe79-caa3-4035-b2c9-b5fe30e2d099,84b0fea4-eeb9-40cf-9f48-49a7e732de5b,2023-02-15
65dbbc2b-dfae-4436-9d13-2cb83acaae65,ffa0e959-00e2-46df-8194-42b8056ddf11,2021-03-07
a8c636e7-6f23-4d62-8fa3-d0e5c1269c8b,84d70bc4-badd-4922-a0a9-97ec5eebacfa,2021-07-11
b3a0c760-d1fe-4290-8426-4d4a5fbf51e0,d5004bd2-3a9f-4933-a782-8e622296b740,2024-11-03
8a9a514c-3634-4d4a-b3b6-b539dbe85306,bf0a56b8-8771-4b29-9ee0-9e2f6073914e,2023-11-23
85fe34ad-5095-48c1-9759-810be23d37f9,ea345501-79f0-4c0c-a5be-4a420b135081,2025-02-07
1b4d816f-902b-4419-88a2-6bd7f832818b,2be68cc6-957e-4f76-991d-af3a9502d2d6,2023-08-30
1446d44e-8582-4380-9f75-47525248fe74,357899ed-1448-421a-951e-3a5aa2672346,2023-06-03
9ce58766-a7d7-423c-b394-a26dde2b3a53,3b26595b-5974-4be5-b098-4b0cc19b91e2,2024-04-22
eababbff-8a7e-4d6b-88ec-f26eeb480694,6654128b-e755-4e84-ac9a-f8bd7397dc9d,2021-01-30
e1a3b4f5-6f5d-4282-95aa-d185e27fee2c,b33dbe2f-5a3d-4f0d-8c60-5639f7cd6f3e,2022-12-27
b2621147-a2d9-4d0f-9c47-876fae9b3cd4,d283a5e7-6a33-48ab-aec7-b1bc91f23143,2021-11-21
7c470205-ab5f-4ec6-ba11-b0612368dc08,eccfa3b4-2629-498e-8e8f-b81a66a0ade9,2021-04-22
22d78750-460a-491c-894a-c3901c0cd9c3,d19768b6-1ed7-45e3-b95a-38abb6ce1fbb,2024-03-15
dc6d345c-f8b5-4401-be63-ea5d1e16618f,56c160f6-0449-4c8b-9f4a-4dc51f087b8a,2023-03-16
464168a0-fd7e-4b25-82a9-35c147a23aae,fe0ead2b-a72c-41fd-90ae-9a8dc138a385,2024-12-10
516dc6f0-2b39-463d-837b-24004486f001,0ddd34f7-5eac-4052-8002-30a9a4330b87,2021-03-26
f0affc08-5fb6-47cf-84b9-3f20e6733774,c69c2dff-1845-4be2-8d0b-2d38c2fa87b5,2024-12-07
d38b2511-7e30-49f1-9974-36bea1424a54,58756d46-1948-42f5-a8dd-cc82a929734b,2021-09-02
a12acb11-4423-4d55-957d-9dfc0873b5fb,f8b57710-e935-406a-9172-f8bc9c2371a9,2020-11-28
c698f5c0-d10c-46bb-bc67-16c9ee5428c7,4e2f7d83-f832-4ca0-b373-93eabc674c88,2020-12-30
6ba86532-5f29-407a-91ff-6ca1e3b3241a,c46d3120-ca69-4d14-b220-3d5d16204cad,2021-07-25
bcb6f62d-45c6-4b44-bd2a-e8a7aa5d296d,656609ef-a75e-469c-a4ae-347bcc60a161,2021-06-10
147b9250-33f6-4867-b73e-7749fd09c5ce,24d8ae51-e62a-482b-abad-72da09e7c046,2021-01-27
b055b0ee-5615-4177-b422-1fc3546ccd78,a4d58141-0390-4be4-a9b7-7c06bd475165,2021-01-20
2838d7ad-7bb9-4fb7-84d6-46be78bd9460,c3c1ca49-2a51-4acb-8ee2-c8aa41b8fd43,2021-06-11
6e02a5f5-8adb-4460-9676-2f4eabb2c80b,2801df0f-9139-4c70-b10d-a52c0ac2e8fc,2021-02-23
952e1301-fd11-4c19-94fb-4de10569a01e,860aeccb-63ec-43f0-9f24-acd6a2ab1d75,2024-05-29
a74ea3dd-b1de-4990-ba6c-b6092e1a4025,fc85d7a6-d793-4c05-8cfc-b235fecab9ae,2021-01-28
875d7604-3a32-4d5c-89dc-b909e6a8dd99,dbfdaa3c-b202-4f4d-b4a7-4976e107cd92,2020-11-01
420a0129-52f1-4f7b-8b3d-0d768117f1d5,6e2736b0-d921-47ec-9162-b7c37090b669,2022-12-13
559a7713-be6c-4d81-92c5-f436814ef601,27253122-2761-4909-b642-00db7ee84d7b,2025-01-03
38a600a2-2352-467b-bf27-ee61bc91e8ce,1c425192-72a1-400e-ae66-5a6de1881a03,2021-10-25
72e03af8-d1fc-4fa7-8f8f-dc18d3099588,98fa144b-6ce9-4070-8944-277ca6e16c71,2023-06-09
6df373ab-829b-4576-a147-166903c77f79,34361f2f-ac5f-4acb-990b-1558965a9f68,2024-02-17
38b7fa22-e52a-4663-a05c-44ded5aad409,5ca65bf2-9fa5-4973-a59a-2ade2a07fb52,2023-01-23
15ec0c9c-9f62-44e2-863e-1bd01b642165,3b703208-76da-46a8-97be-6e6b63be5fe1,2024-10-21
79c78d26-f232-4086-a782-055faeec58b0,8fcd400c-2579-4eaa-adc6-a858500805f8,2023-08-13
5abbf6bf-f4b2-48a1-9a73-04e500df7985,0dfc9d53-ba20-4674-965a-309180ca6cbe,2023-06-11
ccce1dab-d0d2-4028-bb08-10eeb1e67d27,46f6fb7e-ac41-4cd6-a8c8-05c4e21e19dc,2022-01-30
c469fa1d-4e78-4a3f-b3b8-02166a605f35,4586c081-ec51-400d-874e-f9ceb5e35fc1,2023-06-26
13039677-a334-41f0-b933-9178f01ce8ba,8a1a51b7-334f-4ea4-aee0-0f59aa0b64f7,2022-08-03
aacbce46-d251-4020-8c96-9e251a9c95eb,85e19a17-2710-4fe6-8753-a95554eae410,2021-04-29
