share_id,comp_id,owner_id,percentage
fed9b504-ff82-4452-a51f-1bb50cbd309a,2ba0e981-09df-4a33-876a-3d43faaf453b,2f32f74d-33aa-4640-80c6-d4b81ec7dd3e,18.72
84bcf9ab-88ba-45f3-9391-350361f0da56,4d97c17f-c506-4095-be2b-593e5b30c31a,6745c3e9-4a75-491c-ad5a-4f3ae5a1218d,4.54
84c60373-8314-41a5-ab5f-18b1cda0259c,cae00cf0-fb14-4e1a-8788-9752b9fc0062,ec2d7932-2124-4dc6-a82f-b368c6d2a680,7.07
028c7cf6-4b61-4bc7-91d7-0dd29204aca8,e8e82246-2800-48ec-9687-ad8fc9f66acc,55fb296d-caf4-48de-88e0-d0f0a54a80a9,4.32
2f3ec352-69d9-42e6-9441-1878ac34296b,12b66c22-06e6-4384-8b6e-8535ab66d5c0,5f0218a6-c626-4cd5-bb5b-6bd84a7048de,7.84
9efa7117-971c-4a34-afb0-ad696d0fa147,30e7ae26-3522-4f26-a20d-464b54ca6ed9,1f55ab87-4121-406d-aeef-a85c2db7387b,23.97
4b9ea3bb-0af8-4bea-b324-037cfa11d405,90e06a3e-194e-4efd-8d13-2f7597985503,c877ecf5-7710-45ee-9963-99db83f50081,1.42
5bcd37e1-c63f-4196-875c-696e7bc98f8f,9b0adf64-5564-4948-aecd-1bbcfe7da9fb,af0b3d78-e49d-4125-979b-e1893ac0fc47,6.9
3bc13370-a740-4f98-99a9-789a278798dc,37e72685-0129-4f4c-8855-d67cc9cee554,bb9ac818-5efe-46ff-a85b-7a8def1afb2d,25.49
83129af8-0166-47a7-8f40-ac3fc615465e,f692b6fd-1020-45ab-a4d8-4c5b50f522bf,5d4698b3-7cc9-4552-bc07-4545187da089,16.87
95ba1ced-4c2b-4359-bf40-0c050173260a,2c49225b-17fb-4c7f-ac3f-4b2f8dcc8ede,9d513502-a76e-458d-8bdd-f570dc5bf012,14.12
21ae1b6f-3d53-4f17-b6cb-c1b3b01c2d93,0ec6f27e-c10c-4a35-ac39-01c44582e2e6,299d2d52-453f-49fb-ba7f-a87eb396b750,12.39
388561ea-5c35-4262-abe1-f0844f7fa596,3eaaf2ab-bf33-4bb2-9d20-594ceed9d76d,5b0951b7-2068-4a97-8e6f-e23d8b9630ac,15.09
b7dd5d36-a42f-484c-81cc-a590476bb013,790c9622-3d1e-486c-9348-8a0ca7d13ddd,48cdf5a3-72f4-43dc-bbf5-003ea50e78e5,4.7
c67df4b4-2710-44d4-83a0-48e363b3e96f,68c2f23f-d3a8-47f1-a7f2-d5abe0d15f98,d676a2b1-5ff9-4f9d-b652-f39b662ec354,1.97
fd2e0efb-135d-4ab1-9d64-4290c52aea5a,00abfd3e-11f8-48ad-84d2-3626b479e83b,c74ec9b8-18b1-486b-8bff-e71f2bae4328,25.73
2b485a39-ccd0-4f32-b16d-f97af6aa19e9,564d7ddd-ea2a-48ab-ad28-d69fb8f2f4a7,96cec53f-3372-4820-bf42-7cdddf96505b,4.47
84832a28-ce61-49c7-a063-c206216be454,c9d5f48c-705c-4de0-89dd-6a2376c7c1f3,b1b976ec-e3dd-4622-a01e-5685dca2ef25,26.68
aceb51c8-71f9-4595-bd85-a21a8f7e9921,32d7adf0-e27c-40e8-8449-5af655b87d24,7339a3cd-2eda-4441-9b04-b1e6727e2f89,8.75
91da94ed-dddf-409a-a8ba-091bfd545d93,e021aed8-19bb-4d26-b594-38ea18e69489,883dc8b6-7313-4555-9ec7-28c07325ede0,17.11
767822fc-3a66-4f2b-95c7-f58d8508e1aa,aeb0d772-c79f-448e-85f0-e1db00487f7c,85227287-9f49-43fd-be29-289e3b933d99,3.3
5458ccd7-515b-4256-a8c8-5077f667551c,afccacfc-9ab9-4d3b-b870-79ee13ac9e4d,26b31d84-240b-4cf5-8522-8f30d79616f8,25.55
5d132b7f-8e83-44e8-9499-dbef180043fb,bb3b1184-0d20-4525-9dd0-b4318c5ba879,f18daead-97bd-4348-9be9-f5fa8f274e65,13.1
